y,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
283463.0,20.0,2.0,93.0,15306.0,0.0,1.0,0.0,20.0,2.0,0.0,0.0,1.0,8.0,5.0,2006.0,2007.0,0.0,1.0,7.0,9.0,2.0,100.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,80.0,5.0,0.0,1652.0,1732.0,0.0,0.0,1.0,2.0,1776.0,0.0,0.0,1776.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2006.0,0.0,3.0,712.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,5.0,4.0
143000.0,80.0,2.0,70.0,8163.0,3.0,3.0,4.0,10.0,2.0,0.0,0.0,4.0,5.0,6.0,1959.0,1959.0,0.0,1.0,3.0,3.0,1.0,128.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,748.0,1.0,294.0,102.0,1144.0,0.0,3.0,1.0,2.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1959.0,1.0,1.0,796.0,2.0,2.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,6.0,3.0
611657.0,20.0,2.0,100.0,12919.0,0.0,3.0,4.0,13.0,2.0,0.0,0.0,1.0,9.0,5.0,2009.0,2010.0,2.0,1.0,7.0,9.0,2.0,760.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2188.0,5.0,0.0,142.0,2330.0,0.0,0.0,1.0,2.0,2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,11.0,5.0,2.0,1.0,2009.0,0.0,3.0,820.0,2.0,2.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,5.0,4.0
254000.0,120.0,2.0,48.0,6240.0,3.0,3.0,4.0,13.0,2.0,0.0,4.0,1.0,8.0,5.0,2006.0,2006.0,2.0,1.0,4.0,5.0,1.0,176.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,863.0,5.0,0.0,461.0,1324.0,0.0,0.0,1.0,2.0,1324.0,0.0,0.0,1324.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,5.0,1.0,1.0,2006.0,0.0,2.0,550.0,2.0,2.0,2.0,192.0,38.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,6.0,3.0
312500.0,20.0,2.0,85.0,14331.0,3.0,3.0,4.0,20.0,2.0,0.0,0.0,1.0,8.0,5.0,2002.0,2002.0,2.0,1.0,7.0,9.0,1.0,630.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1274.0,5.0,0.0,526.0,1800.0,0.0,0.0,1.0,2.0,1800.0,0.0,0.0,1800.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2002.0,0.0,3.0,765.0,2.0,2.0,2.0,270.0,78.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,6.0,3.0
167000.0,20.0,2.0,100.0,10004.0,3.0,3.0,4.0,10.0,2.0,0.0,0.0,1.0,6.0,6.0,1964.0,1964.0,0.0,1.0,3.0,7.0,1.0,180.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,196.0,1.0,345.0,975.0,1516.0,0.0,3.0,1.0,2.0,1516.0,0.0,0.0,1516.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,5.0,0.0,1.0,1964.0,1.0,2.0,472.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,2.0,2009.0,6.0,3.0
196500.0,60.0,2.0,80.0,10421.0,3.0,3.0,4.0,11.0,2.0,0.0,0.0,2.0,7.0,5.0,1988.0,1988.0,0.0,1.0,3.0,3.0,1.0,42.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,394.0,5.0,0.0,586.0,980.0,0.0,3.0,1.0,2.0,980.0,734.0,0.0,1714.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,5.0,1.0,1.0,1988.0,2.0,2.0,496.0,2.0,2.0,2.0,228.0,66.0,156.0,0.0,0.0,0.0,500.0,3.0,2010.0,6.0,3.0
319000.0,20.0,2.0,69.0,11302.0,0.0,3.0,4.0,19.0,2.0,0.0,0.0,1.0,8.0,5.0,2005.0,2006.0,0.0,1.0,7.0,6.0,1.0,238.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1422.0,5.0,0.0,392.0,1814.0,0.0,0.0,1.0,2.0,1826.0,0.0,0.0,1826.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2005.0,0.0,3.0,758.0,2.0,2.0,2.0,180.0,75.0,0.0,0.0,120.0,0.0,0.0,8.0,2006.0,5.0,4.0
186500.0,60.0,2.0,93.0,10261.0,0.0,3.0,4.0,7.0,2.0,0.0,0.0,2.0,6.0,5.0,2000.0,2000.0,0.0,1.0,7.0,9.0,1.0,318.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,936.0,936.0,0.0,0.0,1.0,2.0,962.0,830.0,0.0,1792.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,8.0,5.0,1.0,1.0,2000.0,0.0,2.0,451.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,6.0,3.0
205000.0,20.0,2.0,118.0,13704.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,7.0,5.0,2001.0,2002.0,0.0,1.0,7.0,9.0,1.0,150.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1541.0,1541.0,0.0,0.0,1.0,2.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,1.0,2001.0,1.0,3.0,843.0,2.0,2.0,2.0,468.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,6.0,3.0
394617.0,20.0,2.0,96.0,12444.0,3.0,3.0,2.0,13.0,2.0,0.0,0.0,1.0,8.0,5.0,2008.0,2008.0,2.0,1.0,7.0,9.0,2.0,426.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1336.0,5.0,0.0,596.0,1932.0,0.0,0.0,1.0,2.0,1932.0,0.0,0.0,1932.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,7.0,5.0,1.0,1.0,2008.0,0.0,3.0,774.0,2.0,2.0,2.0,0.0,66.0,0.0,304.0,0.0,0.0,0.0,11.0,2008.0,5.0,4.0
139000.0,20.0,2.0,80.0,9600.0,3.0,3.0,4.0,10.0,1.0,0.0,0.0,1.0,6.0,6.0,1958.0,1988.0,2.0,1.0,8.0,10.0,0.0,183.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,620.0,3.0,620.0,0.0,1240.0,0.0,2.0,1.0,2.0,1632.0,0.0,0.0,1632.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,1958.0,1.0,1.0,338.0,2.0,2.0,2.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,6.0,3.0
220000.0,20.0,2.0,95.0,12182.0,3.0,3.0,0.0,13.0,2.0,0.0,0.0,1.0,7.0,5.0,2005.0,2005.0,0.0,1.0,7.0,9.0,1.0,226.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1201.0,5.0,0.0,340.0,1541.0,0.0,0.0,1.0,2.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2005.0,1.0,2.0,532.0,2.0,2.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,5.0,4.0
230000.0,20.0,2.0,75.0,9742.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,8.0,5.0,2002.0,2002.0,2.0,1.0,7.0,9.0,1.0,281.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1777.0,1777.0,0.0,0.0,1.0,2.0,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2002.0,1.0,2.0,534.0,2.0,2.0,2.0,171.0,159.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,6.0,3.0
143500.0,20.0,2.0,71.0,8197.0,3.0,3.0,4.0,16.0,2.0,0.0,0.0,1.0,6.0,5.0,1977.0,1977.0,0.0,1.0,5.0,7.0,1.0,148.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,0.0,5.0,0.0,660.0,660.0,0.0,0.0,1.0,2.0,1285.0,0.0,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,7.0,5.0,1.0,1.0,1977.0,1.0,2.0,528.0,2.0,2.0,2.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,6.0,3.0
145250.0,20.0,2.0,80.0,11600.0,3.0,3.0,4.0,10.0,2.0,0.0,0.0,1.0,6.0,5.0,1960.0,1960.0,2.0,1.0,8.0,10.0,1.0,175.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,565.0,5.0,0.0,818.0,1383.0,0.0,3.0,1.0,2.0,1383.0,0.0,0.0,1383.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,7.0,5.0,0.0,1.0,1960.0,1.0,1.0,292.0,2.0,2.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,6.0,3.0
228500.0,60.0,2.0,82.0,11287.0,3.0,3.0,4.0,17.0,2.0,0.0,0.0,2.0,7.0,6.0,1989.0,1989.0,0.0,1.0,5.0,7.0,1.0,340.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,421.0,5.0,0.0,386.0,807.0,0.0,2.0,1.0,2.0,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,1989.0,0.0,2.0,575.0,2.0,2.0,2.0,0.0,84.0,0.0,196.0,0.0,0.0,0.0,1.0,2007.0,6.0,3.0
337000.0,60.0,2.0,82.0,9430.0,3.0,3.0,4.0,12.0,2.0,0.0,0.0,2.0,8.0,5.0,1999.0,1999.0,0.0,1.0,7.0,9.0,1.0,673.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1163.0,5.0,0.0,89.0,1252.0,0.0,0.0,1.0,2.0,1268.0,1097.0,0.0,2365.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1999.0,1.0,3.0,856.0,2.0,2.0,2.0,0.0,128.0,0.0,0.0,180.0,0.0,0.0,7.0,2009.0,6.0,3.0
135000.0,20.0,2.0,71.0,7064.0,3.0,3.0,4.0,16.0,2.0,0.0,0.0,1.0,5.0,6.0,1977.0,1977.0,0.0,1.0,5.0,7.0,1.0,153.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,560.0,5.0,0.0,420.0,980.0,0.0,3.0,1.0,2.0,980.0,0.0,0.0,980.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,0.0,5.0,1986.0,2.0,2.0,484.0,2.0,2.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,6.0,3.0
181000.0,120.0,2.0,43.0,3182.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,7.0,5.0,2005.0,2006.0,0.0,1.0,7.0,9.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,16.0,5.0,0.0,1330.0,1346.0,0.0,0.0,1.0,2.0,1504.0,0.0,0.0,1504.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,7.0,5.0,1.0,1.0,2005.0,0.0,2.0,457.0,2.0,2.0,2.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,6.0,3.0
125000.0,80.0,2.0,72.0,7200.0,3.0,3.0,4.0,6.0,2.0,0.0,0.0,4.0,6.0,6.0,1976.0,1976.0,2.0,1.0,4.0,5.0,1.0,255.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,631.0,5.0,0.0,410.0,1041.0,0.0,0.0,1.0,2.0,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,1.0,5.0,1977.0,2.0,1.0,352.0,2.0,2.0,2.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,6.0,0.0
156000.0,20.0,2.0,79.0,10289.0,3.0,3.0,4.0,10.0,2.0,0.0,0.0,1.0,5.0,7.0,1965.0,1965.0,2.0,1.0,4.0,5.0,1.0,168.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,836.0,5.0,0.0,237.0,1073.0,0.0,3.0,1.0,2.0,1073.0,0.0,0.0,1073.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,5.0,0.0,1.0,1965.0,1.0,2.0,515.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,6.0,3.0
140000.0,60.0,2.0,71.0,7056.0,3.0,3.0,4.0,10.0,2.0,0.0,0.0,2.0,6.0,5.0,1963.0,1963.0,2.0,1.0,3.0,3.0,1.0,415.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,400.0,5.0,0.0,380.0,780.0,0.0,3.0,1.0,2.0,983.0,813.0,0.0,1796.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,8.0,5.0,1.0,1.0,1963.0,1.0,2.0,483.0,2.0,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,6.0,3.0
277500.0,120.0,2.0,60.0,7313.0,3.0,3.0,4.0,13.0,2.0,0.0,4.0,1.0,9.0,5.0,2005.0,2005.0,2.0,1.0,4.0,5.0,1.0,246.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,1153.0,5.0,0.0,408.0,1561.0,0.0,0.0,1.0,2.0,1561.0,0.0,0.0,1561.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,1.0,2005.0,0.0,2.0,556.0,2.0,2.0,2.0,203.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,6.0,3.0
318061.0,120.0,2.0,68.0,7820.0,0.0,3.0,4.0,13.0,2.0,0.0,4.0,1.0,9.0,5.0,2007.0,2007.0,2.0,1.0,4.0,5.0,1.0,362.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,1869.0,1869.0,0.0,0.0,1.0,2.0,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,1.0,2007.0,1.0,2.0,617.0,2.0,2.0,2.0,210.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,5.0,4.0
485000.0,60.0,2.0,104.0,13518.0,3.0,3.0,4.0,13.0,2.0,0.0,0.0,2.0,9.0,5.0,2008.0,2009.0,2.0,1.0,7.0,9.0,2.0,860.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,1926.0,1926.0,0.0,0.0,1.0,2.0,1966.0,1174.0,0.0,3140.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,11.0,5.0,2.0,3.0,2009.0,0.0,3.0,820.0,2.0,2.0,2.0,144.0,78.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,5.0,4.0
240000.0,60.0,2.0,80.0,10000.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,2.0,8.0,5.0,1995.0,1996.0,0.0,1.0,7.0,9.0,1.0,438.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1079.0,5.0,0.0,141.0,1220.0,0.0,0.0,1.0,2.0,1220.0,870.0,0.0,2090.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1995.0,1.0,2.0,556.0,2.0,2.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,6.0,3.0
538000.0,60.0,2.0,47.0,53504.0,1.0,1.0,1.0,19.0,2.0,0.0,0.0,2.0,8.0,5.0,2003.0,2003.0,2.0,1.0,2.0,11.0,1.0,603.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1416.0,5.0,0.0,234.0,1650.0,0.0,0.0,1.0,2.0,1690.0,1589.0,0.0,3279.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,12.0,4.0,1.0,3.0,2003.0,0.0,3.0,841.0,2.0,2.0,2.0,503.0,36.0,0.0,0.0,210.0,0.0,0.0,6.0,2010.0,6.0,3.0
320000.0,20.0,2.0,84.0,11670.0,0.0,3.0,0.0,18.0,7.0,0.0,0.0,1.0,9.0,5.0,2006.0,2006.0,2.0,1.0,7.0,4.0,2.0,302.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0,0.0,5.0,0.0,1905.0,1905.0,0.0,0.0,1.0,2.0,1905.0,0.0,0.0,1905.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,5.0,1.0,1.0,2006.0,0.0,3.0,788.0,2.0,2.0,2.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,6.0,3.0
301500.0,20.0,2.0,91.0,14303.0,0.0,3.0,0.0,12.0,2.0,0.0,0.0,1.0,8.0,5.0,1994.0,1994.0,2.0,1.0,3.0,3.0,1.0,554.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1314.0,5.0,0.0,672.0,1986.0,0.0,0.0,1.0,2.0,1987.0,0.0,0.0,1987.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,5.0,1.0,1.0,1994.0,0.0,2.0,691.0,2.0,2.0,2.0,262.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,6.0,3.0
187500.0,80.0,2.0,73.0,9590.0,0.0,3.0,0.0,20.0,2.0,0.0,0.0,4.0,7.0,5.0,2003.0,2003.0,0.0,1.0,7.0,9.0,1.0,442.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,786.0,5.0,0.0,82.0,868.0,0.0,0.0,1.0,2.0,1146.0,0.0,0.0,1146.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,1.0,2003.0,0.0,2.0,438.0,2.0,2.0,2.0,160.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,6.0,3.0
325000.0,20.0,2.0,108.0,13173.0,0.0,3.0,0.0,13.0,2.0,0.0,0.0,1.0,9.0,5.0,2006.0,2007.0,2.0,1.0,7.0,9.0,2.0,300.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,1572.0,5.0,0.0,80.0,1652.0,0.0,0.0,1.0,2.0,1652.0,0.0,0.0,1652.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,2.0,1.0,2006.0,0.0,2.0,840.0,2.0,2.0,2.0,404.0,102.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,6.0,3.0
311872.0,20.0,2.0,79.0,9416.0,3.0,3.0,4.0,18.0,2.0,0.0,0.0,1.0,7.0,5.0,2007.0,2007.0,2.0,1.0,2.0,2.0,2.0,205.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,1126.0,5.0,0.0,600.0,1726.0,0.0,0.0,1.0,2.0,1726.0,0.0,0.0,1726.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,8.0,5.0,1.0,1.0,2007.0,0.0,3.0,786.0,2.0,2.0,2.0,171.0,138.0,0.0,0.0,266.0,0.0,0.0,9.0,2007.0,5.0,4.0
